                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.31479,                 1.1829,                0.86474,                      1,                      1,                  0.995,                  0.995,                0.21036,                  1.491,                0.74666,                      0,                      0,                      0
                      2,                 0.4459,                 1.1273,                0.86442,                      1,                      1,                  0.995,                  0.995,                0.20949,                   1.48,                0.74446,             1.6653e-05,             1.6653e-05,             1.6653e-05
                      3,                 0.3718,                   1.47,                0.86852,                      1,                      1,                  0.995,                  0.995,                0.20937,                 1.4668,                0.74205,             3.3274e-05,             3.3274e-05,             3.3274e-05
                      4,                0.22055,                0.83844,                0.84228,                      1,                      1,                  0.995,                  0.995,                0.20513,                 1.4637,                0.74028,             4.9861e-05,             4.9861e-05,             4.9861e-05
                      5,                0.31513,                 1.0404,                0.92432,                      1,                      1,                  0.995,                  0.995,                0.24043,                 1.9089,                0.81408,             6.6416e-05,             6.6416e-05,             6.6416e-05
                      6,                0.21682,                0.82566,                0.83399,                      1,                      1,                  0.995,                  0.995,                 0.3223,                 1.6008,                0.91671,             8.2937e-05,             8.2937e-05,             8.2937e-05
                      7,                0.43741,                 1.0653,                 1.0598,                0.97598,                      1,                  0.995,                0.94505,                0.27498,                 1.7098,                0.79766,             9.9426e-05,             9.9426e-05,             9.9426e-05
                      8,                0.32716,                0.82161,                0.88192,                0.96137,                      1,                  0.995,                 0.9203,                0.30063,                 1.7413,                0.77331,             0.00011588,             0.00011588,             0.00011588
                      9,                0.39084,                0.97477,                0.88176,                0.97165,                      1,                  0.995,                  0.995,                0.31167,                 1.9238,                0.78442,              0.0001323,              0.0001323,              0.0001323
                     10,                 0.2416,                0.66377,                0.90631,                 0.9501,                      1,                  0.995,                  0.995,                0.31869,                 2.3787,                0.82674,             0.00014869,             0.00014869,             0.00014869
                     11,                0.29434,                0.94074,                0.93853,                0.94995,                      1,                  0.995,                  0.995,                0.32032,                 2.3109,                0.82824,             0.00016505,             0.00016505,             0.00016505
                     12,                0.30957,                0.91257,                0.92253,                 0.9789,                      1,                  0.995,                  0.995,                0.35234,                 2.9893,                0.88099,             0.00018137,             0.00018137,             0.00018137
                     13,                0.30853,                0.70847,                0.92817,                0.97886,                      1,                  0.995,                  0.995,                0.42451,                 4.4406,                0.93418,             0.00019766,             0.00019766,             0.00019766
                     14,                 0.3727,                0.77175,                0.96499,                0.97557,                      1,                  0.995,                  0.995,                0.34325,                 3.4719,                0.89286,             0.00021392,             0.00021392,             0.00021392
                     15,                0.28303,                0.73254,                0.92906,                 0.9651,                      1,                  0.995,                0.94504,                0.34257,                 2.7135,                0.88914,             0.00023015,             0.00023015,             0.00023015
                     16,                0.36435,                0.75863,                0.99584,                      1,                      1,                  0.995,                0.94504,                0.42834,                 2.9803,                 1.0584,             0.00024634,             0.00024634,             0.00024634
                     17,                0.37247,                0.71812,                0.88852,                0.85826,                      1,                  0.995,                  0.995,                0.30743,                 2.0991,                0.81637,              0.0002625,              0.0002625,              0.0002625
                     18,                0.33141,                0.59773,                0.89818,                0.85826,                      1,                  0.995,                  0.995,                0.30743,                 2.0991,                0.81637,             0.00027862,             0.00027862,             0.00027862
                     19,                0.32066,                0.63255,                0.94714,                0.94826,                      1,                  0.995,                  0.995,                 0.3311,                 2.0604,                0.83641,             0.00029471,             0.00029471,             0.00029471
                     20,                0.33857,                 0.6689,                 0.8829,                0.94826,                      1,                  0.995,                  0.995,                 0.3311,                 2.0604,                0.83641,             0.00031077,             0.00031077,             0.00031077
                     21,                0.25178,                0.63083,                0.85389,                0.97761,                      1,                  0.995,                0.94504,                0.46262,                 1.7356,                 0.9616,              0.0003268,              0.0003268,              0.0003268
                     22,                0.40486,                0.78916,                0.91547,                0.97761,                      1,                  0.995,                0.94504,                0.46262,                 1.7356,                 0.9616,             0.00034279,             0.00034279,             0.00034279
                     23,                0.49708,                0.71614,                0.99788,                   0.98,                      1,                  0.995,                0.94504,                0.41042,                 1.5507,                0.92045,             0.00035875,             0.00035875,             0.00035875
                     24,                 0.4449,                0.78235,                0.96263,                   0.98,                      1,                  0.995,                0.94504,                0.41042,                 1.5507,                0.92045,             0.00037468,             0.00037468,             0.00037468
                     25,                0.38893,                0.61476,                0.96368,                0.98085,                      1,                  0.995,                0.94504,                0.40075,                  1.182,                0.99517,             0.00039057,             0.00039057,             0.00039057
                     26,                0.44218,                0.61354,                 0.9485,                0.98085,                      1,                  0.995,                0.94504,                0.40075,                  1.182,                0.99517,             0.00040644,             0.00040644,             0.00040644
                     27,                0.35031,                0.55021,                0.89496,                0.96607,                      1,                  0.995,                0.89509,                 0.3756,                 1.3199,                0.98339,             0.00042226,             0.00042226,             0.00042226
                     28,                0.51171,                0.90092,                0.97107,                0.96607,                      1,                  0.995,                0.89509,                 0.3756,                 1.3199,                0.98339,             0.00043806,             0.00043806,             0.00043806
                     29,                0.37585,                0.65376,                0.88594,                      1,                0.95981,                  0.995,                  0.995,                0.47042,                 1.5689,                0.98748,             0.00045382,             0.00045382,             0.00045382
                     30,                0.44498,                  0.731,                0.95551,                      1,                0.95981,                  0.995,                  0.995,                0.47042,                 1.5689,                0.98748,             0.00046955,             0.00046955,             0.00046955
                     31,                0.37913,                0.64905,                0.94087,                 0.9657,                      1,                  0.995,                0.94505,                 0.3931,                 1.5628,                0.99897,             0.00048525,             0.00048525,             0.00048525
                     32,                0.27833,                0.55382,                0.88209,                 0.9657,                      1,                  0.995,                0.94505,                 0.3931,                 1.5628,                0.99897,             0.00050091,             0.00050091,             0.00050091
                     33,                 0.4766,                0.73117,                 0.9352,                0.96961,                      1,                  0.995,                0.94505,                0.38989,                 1.6556,                0.99864,             0.00051654,             0.00051654,             0.00051654
                     34,                0.31748,                0.56255,                0.84733,                0.96961,                      1,                  0.995,                0.94505,                0.38989,                 1.6556,                0.99864,             0.00053214,             0.00053214,             0.00053214
                     35,                0.50833,                 1.0148,                 1.1406,                0.92345,                      1,                  0.995,                  0.995,                0.43794,                 1.7368,                 0.9697,              0.0005477,              0.0005477,              0.0005477
                     36,                0.59532,                  1.169,                 1.0857,                0.92345,                      1,                  0.995,                  0.995,                0.43794,                 1.7368,                 0.9697,             0.00056323,             0.00056323,             0.00056323
                     37,                0.36512,                0.56756,                0.89665,                0.93631,                      1,                  0.995,                  0.995,                0.50206,                 2.1874,                0.97883,             0.00057873,             0.00057873,             0.00057873
                     38,                  0.559,                0.89739,                0.94993,                0.93631,                      1,                  0.995,                  0.995,                0.50206,                 2.1874,                0.97883,              0.0005942,              0.0005942,              0.0005942
                     39,                0.57736,                0.88689,                 1.0608,                0.47534,                      1,                0.82833,                0.82833,                0.36737,                 1.7909,                 0.8093,             0.00060963,             0.00060963,             0.00060963
                     40,                0.62262,                0.67671,                0.97455,                0.47534,                      1,                0.82833,                0.82833,                0.36737,                 1.7909,                 0.8093,             0.00062503,             0.00062503,             0.00062503
                     41,                 0.4589,                0.62253,                0.92447,                      1,                0.94361,                  0.995,                0.69564,                 0.4868,                 1.3794,                0.87442,             0.00064039,             0.00064039,             0.00064039
                     42,                0.71628,                 1.1671,                 1.1105,                      1,                0.94361,                  0.995,                0.69564,                 0.4868,                 1.3794,                0.87442,             0.00065573,             0.00065573,             0.00065573
                     43,                0.41821,                0.60893,                0.92078,                 0.9604,                      1,                  0.995,                0.50216,                 1.1278,                  2.048,                 1.3817,             0.00067103,             0.00067103,             0.00067103
                     44,                0.39903,                0.62306,                0.95447,                 0.9604,                      1,                  0.995,                0.50216,                 1.1278,                  2.048,                 1.3817,              0.0006863,              0.0006863,              0.0006863
                     45,                0.68818,                   1.07,                0.96107,                 0.9784,                      1,                  0.995,                0.45629,                 1.7326,                 2.5199,                 2.3721,             0.00070153,             0.00070153,             0.00070153
                     46,                0.52753,                0.93746,                0.95945,                 0.9784,                      1,                  0.995,                0.45629,                 1.7326,                 2.5199,                 2.3721,             0.00071673,             0.00071673,             0.00071673
                     47,                0.57867,                0.82443,                 1.0179,                      1,                0.95317,                  0.995,                 0.8955,                0.64612,                 1.8073,                 1.3702,              0.0007319,              0.0007319,              0.0007319
                     48,                0.53127,                0.92875,                 1.1035,                      1,                0.95317,                  0.995,                 0.8955,                0.64612,                 1.8073,                 1.3702,             0.00074703,             0.00074703,             0.00074703
                     49,                0.61889,                  1.088,                0.99943,                0.85674,                      1,                  0.995,                0.63017,                0.96281,                 2.8102,                 2.5256,             0.00076214,             0.00076214,             0.00076214
                     50,                0.66941,                 0.8151,                 1.0208,                0.85674,                      1,                  0.995,                0.63017,                0.96281,                 2.8102,                 2.5256,             0.00077721,             0.00077721,             0.00077721
                     51,                0.45038,                0.79468,                0.91767,                0.61376,                      1,                  0.995,                0.59675,                0.97937,                 4.4126,                 2.5372,             0.00079224,             0.00079224,             0.00079224
                     52,                0.48291,                 1.1559,                0.98689,                0.61376,                      1,                  0.995,                0.59675,                0.97937,                 4.4126,                 2.5372,             0.00080724,             0.00080724,             0.00080724
                     53,                0.42491,                0.62803,                0.96052,                0.61376,                      1,                  0.995,                0.59675,                0.97937,                 4.4126,                 2.5372,             0.00082222,             0.00082222,             0.00082222
                     54,                 0.4891,                 1.1042,                 1.1905,                0.65271,                      1,                  0.995,                0.47837,                    1.5,                 4.4343,                 3.5652,             0.00083715,             0.00083715,             0.00083715
                     55,                0.41116,                0.72963,                 0.8984,                0.65271,                      1,                  0.995,                0.47837,                    1.5,                 4.4343,                 3.5652,             0.00085206,             0.00085206,             0.00085206
                     56,                0.41883,                0.63887,                 0.9216,                0.65271,                      1,                  0.995,                0.47837,                    1.5,                 4.4343,                 3.5652,             0.00086693,             0.00086693,             0.00086693
                     57,                0.44614,                0.62276,                0.89424,                0.88771,                      1,                  0.995,                 0.4494,                 2.0486,                 2.6023,                 4.7164,             0.00088177,             0.00088177,             0.00088177
                     58,                0.49618,                 0.8753,                0.96067,                0.88771,                      1,                  0.995,                 0.4494,                 2.0486,                 2.6023,                 4.7164,             0.00089657,             0.00089657,             0.00089657
                     59,                0.57211,                 1.1372,                 0.9194,                0.88771,                      1,                  0.995,                 0.4494,                 2.0486,                 2.6023,                 4.7164,             0.00091134,             0.00091134,             0.00091134
                     60,                0.74502,                   1.18,                 1.1645,                0.66667,                      1,                0.82833,                0.51711,                 1.4097,                 9.5525,                 3.6181,             0.00092608,             0.00092608,             0.00092608
                     61,                 0.5546,                   1.06,                 1.0536,                0.66667,                      1,                0.82833,                0.51711,                 1.4097,                 9.5525,                 3.6181,             0.00094079,             0.00094079,             0.00094079
                     62,                0.78039,                 1.0357,                 1.1789,                0.66667,                      1,                0.82833,                0.51711,                 1.4097,                 9.5525,                 3.6181,             0.00095546,             0.00095546,             0.00095546
                     63,                0.76889,                 1.1524,                 1.2083,                0.66667,                      1,                  0.995,                0.50141,                 1.0923,                 9.0199,                 2.0654,              0.0009701,              0.0009701,              0.0009701
                     64,                0.80857,                0.95356,                 1.2327,                0.66667,                      1,                  0.995,                0.50141,                 1.0923,                 9.0199,                 2.0654,             0.00098471,             0.00098471,             0.00098471
                     65,                0.46581,                 0.7074,                0.91667,                0.66667,                      1,                  0.995,                0.50141,                 1.0923,                 9.0199,                 2.0654,             0.00099928,             0.00099928,             0.00099928
                     66,                0.74026,                0.86634,                 1.2013,                      1,                      1,                  0.995,                0.84562,                 0.5757,                 9.8233,                 1.2174,              0.0010138,              0.0010138,              0.0010138
                     67,                0.46943,                0.71474,                0.93529,                      1,                      1,                  0.995,                0.84562,                 0.5757,                 9.8233,                 1.2174,              0.0010283,              0.0010283,              0.0010283
                     68,                0.53061,                0.67812,                0.96156,                      1,                      1,                  0.995,                0.84562,                 0.5757,                 9.8233,                 1.2174,              0.0010428,              0.0010428,              0.0010428
                     69,                0.44592,                0.71379,                0.96166,                    0.5,                      1,                0.82833,                0.62997,                0.85744,                 19.889,                 1.7538,              0.0010572,              0.0010572,              0.0010572
                     70,                0.76741,                0.98516,                 1.1553,                    0.5,                      1,                0.82833,                0.62997,                0.85744,                 19.889,                 1.7538,              0.0010717,              0.0010717,              0.0010717
                     71,                0.77692,                0.93657,                 1.2785,                    0.5,                      1,                0.82833,                0.62997,                0.85744,                 19.889,                 1.7538,               0.001086,               0.001086,               0.001086
                     72,                0.60751,                0.82187,                 1.0357,                0.16667,                    0.5,                0.22111,                0.06941,                 1.7704,                 28.766,                 2.5351,              0.0011004,              0.0011004,              0.0011004
                     73,                0.62684,                0.91925,                 1.0787,                0.16667,                    0.5,                0.22111,                0.06941,                 1.7704,                 28.766,                 2.5351,              0.0011147,              0.0011147,              0.0011147
                     74,                 0.5234,                0.88196,                 1.0177,                0.16667,                    0.5,                0.22111,                0.06941,                 1.7704,                 28.766,                 2.5351,               0.001129,               0.001129,               0.001129
                     75,                0.74106,                 1.1481,                 1.0517,                    0.1,                    0.5,                0.17993,                0.10347,                 2.0388,                 63.629,                 3.3144,              0.0011432,              0.0011432,              0.0011432
                     76,                0.67989,                 1.6168,                 1.2285,                    0.1,                    0.5,                0.17993,                0.10347,                 2.0388,                 63.629,                 3.3144,              0.0011574,              0.0011574,              0.0011574
                     77,                0.85002,                 1.0543,                 1.1339,                    0.1,                    0.5,                0.17993,                0.10347,                 2.0388,                 63.629,                 3.3144,              0.0011716,              0.0011716,              0.0011716
                     78,                0.71191,                 1.1079,                0.97624,                0.33333,                    0.5,                0.35861,                0.10695,                 1.9413,                 22.539,                 3.7506,              0.0011857,              0.0011857,              0.0011857
                     79,                0.52818,                0.80409,                0.97004,                0.33333,                    0.5,                0.35861,                0.10695,                 1.9413,                 22.539,                 3.7506,              0.0011999,              0.0011999,              0.0011999
                     80,                0.58772,                0.73072,                0.95124,                0.33333,                    0.5,                0.35861,                0.10695,                 1.9413,                 22.539,                 3.7506,              0.0012139,              0.0012139,              0.0012139
                     81,                0.51702,                0.75698,                 1.0548,                0.03341,                      1,                0.03491,                0.01479,                 1.9005,                 47.912,                 3.3014,               0.001228,               0.001228,               0.001228
                     82,                0.49371,                0.62245,                0.93944,                0.03341,                      1,                0.03491,                0.01479,                 1.9005,                 47.912,                 3.3014,               0.001242,               0.001242,               0.001242
                     83,                0.62321,                0.80176,                  1.074,                0.03341,                      1,                0.03491,                0.01479,                 1.9005,                 47.912,                 3.3014,               0.001256,               0.001256,               0.001256
                     84,                0.48293,                0.64804,                 1.0139,                0.00756,                    0.5,                0.00766,                0.00412,                 2.4076,                 433.21,                 4.3278,              0.0012699,              0.0012699,              0.0012699
                     85,                0.80217,                 1.0828,                 1.2459,                0.00756,                    0.5,                0.00766,                0.00412,                 2.4076,                 433.21,                 4.3278,              0.0012838,              0.0012838,              0.0012838
                     86,                 0.8591,                 1.1748,                 1.0971,                0.00756,                    0.5,                0.00766,                0.00412,                 2.4076,                 433.21,                 4.3278,              0.0012977,              0.0012977,              0.0012977
                     87,                0.80783,                 1.0184,                 1.1179,                0.00756,                    0.5,                0.00766,                0.00412,                 2.4076,                 433.21,                 4.3278,              0.0013116,              0.0013116,              0.0013116
                     88,                0.73961,                  1.216,                 1.0893,                0.00302,                    0.5,                0.00196,                0.00033,                 3.4497,                 749.55,                 17.517,              0.0013254,              0.0013254,              0.0013254
